X,Y,AP1 RTT(mm),AP2 RTT(mm),AP3 RTT(mm),AP4 RTT(mm),AP5 RTT(mm),AP1 RSS(dBm),AP2 RSS(dBm),AP3 RSS(dBm),AP4 RSS(dBm),AP5 RSS(dBm),LOS APs
2.0,1.0,100000.0,3176.0,9035.0,28155.0,28680.0,-200.0,-66.0,-68.0,-95.0,-95.0,
2.0,1.0,100000.0,2998.0,9048.0,28502.0,28045.0,-200.0,-66.0,-68.0,-95.0,-96.0,
2.0,1.0,100000.0,3273.0,9051.0,27570.0,27959.0,-200.0,-67.0,-69.0,-96.0,-88.0,
2.0,1.0,100000.0,2957.0,10172.0,29691.0,28139.0,-200.0,-65.0,-69.0,-95.0,-88.0,
2.0,1.0,100000.0,3016.0,9073.0,28427.0,28266.0,-200.0,-65.0,-69.0,-95.0,-86.0,
2.0,1.0,100000.0,3163.0,9088.0,28727.0,30846.0,-200.0,-63.0,-68.0,-98.0,-91.0,
2.0,1.0,100000.0,2723.0,9073.0,28758.0,28978.0,-200.0,-66.0,-69.0,-97.0,-90.0,
2.0,1.0,100000.0,2794.0,9548.0,27804.0,29126.0,-200.0,-65.0,-68.0,-97.0,-90.0,
2.0,1.0,100000.0,2757.0,9045.0,27760.0,29248.0,-200.0,-65.0,-69.0,-96.0,-91.0,
2.0,1.0,100000.0,3101.0,8954.0,27904.0,28931.0,-200.0,-64.0,-69.0,-96.0,-90.0,
2.0,1.0,100000.0,2832.0,9988.0,27863.0,29008.0,-200.0,-63.0,-68.0,-96.0,-92.0,
2.0,1.0,100000.0,2829.0,9004.0,28894.0,28172.0,-200.0,-66.0,-68.0,-97.0,-93.0,
2.0,1.0,100000.0,2760.0,9007.0,29419.0,28509.0,-200.0,-64.0,-68.0,-96.0,-88.0,
2.0,1.0,100000.0,2916.0,9048.0,28687.0,29484.0,-200.0,-65.0,-68.0,-94.0,-90.0,
2.0,1.0,100000.0,2760.0,9129.0,28050.0,28198.0,-200.0,-64.0,-68.0,-95.0,-90.0,
2.0,1.0,100000.0,3185.0,9007.0,27607.0,30457.0,-200.0,-66.0,-69.0,-94.0,-88.0,
2.0,1.0,100000.0,3098.0,9123.0,28134.0,29686.0,-200.0,-66.0,-69.0,-95.0,-90.0,
2.0,1.0,100000.0,3088.0,8973.0,27673.0,30107.0,-200.0,-67.0,-69.0,-94.0,-89.0,
2.0,1.0,100000.0,2919.0,9044.0,27679.0,30260.0,-200.0,-66.0,-69.0,-94.0,-88.0,
2.0,1.0,100000.0,2829.0,9076.0,28418.0,28537.0,-200.0,-64.0,-67.0,-94.0,-89.0,
2.0,1.0,100000.0,2798.0,9076.0,30009.0,28191.0,-200.0,-63.0,-68.0,-96.0,-92.0,
2.0,1.0,100000.0,2998.0,9038.0,28868.0,28657.0,-200.0,-66.0,-69.0,-95.0,-93.0,
2.0,1.0,100000.0,2960.0,9120.0,28783.0,28695.0,-200.0,-66.0,-70.0,-94.0,-93.0,
2.0,1.0,100000.0,2919.0,9082.0,28765.0,28191.0,-200.0,-66.0,-69.0,-94.0,-94.0,
2.0,1.0,100000.0,2757.0,9198.0,28509.0,28165.0,-200.0,-65.0,-68.0,-96.0,-93.0,
2.0,1.0,100000.0,2998.0,9204.0,28296.0,27818.0,-200.0,-63.0,-68.0,-97.0,-91.0,
2.0,1.0,100000.0,3016.0,9204.0,28219.0,27872.0,-200.0,-64.0,-66.0,-96.0,-92.0,
2.0,1.0,100000.0,2979.0,9198.0,27722.0,27980.0,-200.0,-64.0,-68.0,-97.0,-93.0,
2.0,1.0,100000.0,2866.0,10323.0,28659.0,28085.0,-200.0,-65.0,-69.0,-96.0,-95.0,
2.0,1.0,100000.0,2791.0,10376.0,28441.0,28744.0,-200.0,-66.0,-70.0,-94.0,-93.0,
2.0,1.0,100000.0,2757.0,10228.0,27930.0,28137.0,-200.0,-65.0,-68.0,-97.0,-94.0,
